text,embedding,distances
" – In İskenderun, an industrial city in Hatay Province, a large fire at the port was reported on 6 February at 17:00, believed to have originated from a container carrying flammable industrial oil, forcing the port's closure and the diversion of many ships. It was extinguished on 6 and 8 February, only for it to reignite the next day each time. It was finally extinguished on 10 February. A total of 3,670 containers were destroyed by the fire and the port managing authority said it would take three months for operations to resume. Flooding occurred along the city shoreline, inundating streets up to 200 m (660 ft) inland. The Cathedral of the Annunciation, seat of the Roman Catholic Apostolic Vicariate of Anatolia, was almost completely destroyed. In the city, 3,109 people died, over 12,000 were injured, 407 buildings collapsed and 2,646 others were badly damaged or required demolition. A further 12,154 sustained minor to moderate damage. There were no collapses or major damage in Erzin despite being closer to the epicenter than other areas of Hatay Province. Multiple factors including strict building codes prevented destruction. An estimated 20,000 people fled to Erzin, increasing its population by about 50 percent. In Samandağ, 7,850 people lost their lives, with an additional 11,000 missing.Mass burials occurred in Kahramanmaraş for more than 5,000 bodies. A city official said the mass grave would eventually be the burial ground for 10,000 bodies. The Interior Ministry later confirmed 941 buildings were totally collapsed. In Elbistan, 924 people died and 1,825 were injured. An estimated 2,000 buildings were destroyed. At Ordekdede, a village in Pazarcik District, almost all single-story buildings were decimated. None of the 140 houses in the village were structurally stable. Thirty-four people died in the village. At least 11 people died, 107 houses were destroyed and 70 percent of the building stock were damaged in Ekinözü. In Afşin, at least 180 people died. At least 335 buildings including 90 in the city center were destroyed. The Afşin-Elbistan Thermal Power Plant was also damaged. In Ericek, a village in Göksun, 95 percent of homes were affected and 152 died. In Nurhak, there were around 200 deaths and all houses were severely damaged.In Adıyaman Province, over 20,000 buildings and 56,600 apartments were destroyed. In the city of Adıyaman, four neighborhoods were razed. Many buildings along Atatürk Boulevard collapsed. The city hall, a 6th-century mosque and Gölbaşı District's state hospital were also destroyed. Isias Hotel, the largest hotel in the city, also collapsed, killing 65 people. Up to 10 percent of Adıyaman's population perished. The mayor of Kömür said the Karapınar and Bahçelievler neighborhoods were nearly destroyed. Destruction was also observed in Barbaros, Çelikhan, Sümerevler and Karapınar districts. In Harmanlı, a village in Gölbaşı District, 80–90 percent of it was destroyed. The second earthquake destroyed three buildings in the province. In Gölbaşı, 71 percent of the town's infrastructure was damaged or destroyed and 695 people were killed with over 400 injured, including 286 deaths in the town center. There were also 410 deaths in Besni District, about 90 percent of them in the town itself. In Kâhta, 55 people lost their lives with 20 still missing.In Diyarbakir Province, 8,086 buildings were damaged, required demolition or were destroyed. Diyarbakır Fortress, a UNESCO World Heritage Site, was also partly destroyed. The adjacent World Heritage Site of Hevsel Gardens was also damaged. Part of the Galeria complex in Yenişehir, which included a shopping mall and dozens of apartments collapsed, killing 89 and injuring 22.At least 466 buildings were heavily damaged in Şanlıurfa Province; 201 were destroyed. Structures around the Pool of Abraham were damaged. The minaret at the religious shrine partially collapsed, sending rubble into the pools below and discoloring the water, which was also contaminated by sewage. In Eyyübiye District, the minaret of the Eyüp Prophet Mosque was damaged and removed. Thirty-three people were killed in the collapse of the Osman Ağan Apartment.In Osmaniye Province, of the 22,841 buildings surveyed, 1,739 were heavily damaged, destroyed or required urgent demolision. At least 1,088 of the 13,667 buildings examined in Merkez District were destroyed, seriously damaged or needed to be demolished.In Kilis Province, 119 buildings were destroyed and 138 others were heavily damaged. In Batman Province, 218 buildings were damaged, and an additional 15 were completely destroyed. A heart attack death occurred in Kızıltepe District, Mardin Province. In Bingöl Province, several houses cracked and some livestock were killed by collapsing barns. In Samsun, damage occurred in Samsun Stadium. In Kayseri Province, 48 houses, 11 barns and a school were affected, while 73 buildings were severely damaged. Several houses were damaged and a barn collapsed in Muş Province. In Sivas Province, the second earthquake destroyed a few houses. In Giresun Province, a five-story building was damaged and evacuated. An unoccupied apartment in Elazığ was damaged and later collapsed during the second earthquake.Among the dead included member of the Grand National Assembly of Turkey for Adıyaman Yakup Taş, Yeni Malatyaspor goalkeeper Ahmet Eyüp Türkaslan, former Turkish national handball team player Cemal Kütahya and his five-year-old son, and Saul Cenudioğlu, leader of the Jewish community in Antakya, who died along with his wife. Former MP for Kahramanmaraş Sıtkı Güvenç died from earthquake injuries on 9 February. Three Turkish soldiers died during rescue operations. Twenty-six local journalists were among the dead.","[-0.01614122 -0.00799461  0.00328387 ...  0.00456045 -0.01393701
 -0.02407364]",0.15509050044161687
 – List of earthquakes in Turkey,"[-0.01598449 -0.01144835  0.0040535  ...  0.00081467  0.00141754
 -0.04565841]",0.15804994481350743
" – President Recep Tayyip Erdoğan said on Twitter, ""search and rescue teams were immediately dispatched"" to the affected area. Interior Minister Süleyman Soylu urged residents to refrain from entering damaged buildings. On 7 February, President Erdoğan declared a 3-month state of emergency in the 10 affected provinces: Adana, Hatay, Osmaniye, Kahramanmaraş, Gaziantep, Kilis, Şanlıurfa, Adıyaman, Malatya and Diyarbakır.The national government declared a level four alert to appeal for international aid. According to the Disaster and Emergency Management Presidency, 25,000 search and rescue personnel were dispatched to the 10 affected provinces. At least 70 countries offered to help in search and rescue operations.Emergency services in Turkey rushed to search for survivors trapped under many collapsed buildings. By 8 February, more than 8,000 people were rescued from rubble across 10 provinces. About 380,000 individuals have taken refuge at relief shelters or hotels.An ""air aid corridor"" was established by the Turkish Armed Forces to mobilize search and rescue teams. Many military aircraft including an Airbus A400M and C-130 Hercules planes transported search and rescue teams and vehicles to the area. Food, blankets and psychological teams were also sent. Turkey sent an official request to NATO and allies for assistance.Over 53,000 Turkish emergency workers were deployed to the regions affected from the earthquakes. A team of 90 miners from Soma arrived at Osmaniye to provide assistance. The Izmir Metropolitan Municipality also sent dozens of vehicles and equipment.Poor weather conditions including snow, rain and freezing temperatures disrupted search and rescue efforts undertaken by rescue workers and civilians. Rescuers and volunteers wore winter clothing while searching for survivors. Damaged roads also slowed down aid delivery.On 8 February, Erdoğan visited the town of Pazarcık, Kahramanmaraş Province and Hatay Province. He acknowledged ""shortcomings"" in the response to the earthquake, but denied that there was an insufficient number of personnel involved in rescue operations. He also described people saying they hadn't seen security forces at all in some areas as ""provocateurs"".AFAD announced on 19 February that search and rescue efforts in most of the affected provinces had ceased. The chairperson of AFAD, Yunus Sezer, said efforts would largely be discontinued by the night of 19 February. Operations were still ongoing for 40 buildings in Kahramanmaraş and Hatay provinces by 19 February.","[-0.01737323 -0.02919669 -0.00682328 ...  0.01069071 -0.01257415
 -0.02471932]",0.15843344452927255
" – On the 7 February, the Turkish police said they had detained four people over ""provocative posts aiming to create fear and panic"" on social media following the earthquake. It added that a wider investigation into social media accounts was ongoing, but offered no information on the content of the posts. The number of detentions increased to a dozen on 8 February. Following reports of property being ransacked by looters, authorities arrested 98 people for robbery or defrauding victims. Syrians have faced increased discrimination in the country, with some Turks blaming them for the looting.On 9 February, the minister of justice, Bekir Bozdağ, said a judicial investigation into the collapse of buildings was opened. The probe attempts to hold accountable those who constructed the buildings or bore any responsibility for their collapse in the 10 hardest-hit provinces. Justice Minister Bekir Bozdağ said: ""Those who have negligence, faults and those responsible for the destructions after the earthquake will be identified and held accountable before the judiciary"". Nearly 150 local prosecutors were authorized to establish units to investigate contractors, surveyors and other experts linked to the collapsed buildings.On 11 February, Turkey's justice ministry announced the plan to establish the ""Earthquake Crimes Investigation"" bureaus. The bureaus aim to hold contractors and other responsible for construction, gathering evidence, recommendation experts; including architects geologists and engineers; and inspecting building permits and occupation permits. Vice President Fuat Oktay said 131 individuals linked to the collapse of buildings were identified.By 25 February, 612 people were being investigated for their involvement in building collapses; 184 were arrested and awaiting trail. Those in jail included contractors and building owners and managers. On 12 February, the Adana Chief Public Prosecutor's Office issued arrest warrants for 62 people; Thirty one arrests were made on 14 February. In Malatya, city prosecutors issued arrest warrants for 31 people.The Committee to Protect Journalists (CPJ) published an article on 14 February covering journalists being detained and harassed for their reporting on the earthquake in Turkey. Some of those detained were being investigated for ""spreading misinformation"" or for """"provoking the people into animosity and hatred"" in connection with their reporting.The owner of the Renaissance Residence which collapsed in Hatay Province was arrested in Istanbul while attempting to leave Turkey for Montenegro. In Gaziantep Province, two people were arrested after being suspected of cutting-down columns to make extra space in a building that collapsed. Bekir Bozdağ said 163 people were being investigated for their alleged involvement. Eight people were arrested and awaiting trial while 48 were held in police detention; another seven were prohibited from leaving Turkey. Officials detained two people at Istanbul Airport attempting to flee to Georgia. Among those arrested were a man and his wife who constructed several buildings in Adiyaman which collapsed. A contractor involved in developing the Bahar Apartments in Gaziantep was detained in Istanbul after his inspections were deemed negligent. The owner of a construction company which built several buildings in Adana was apprehended in Northern Cyprus.The majority of buildings that collapsed in Turkey were constructed before 2000, but some were constructed after that year. Following the 1999 earthquake, building construction followed new regulations and had improved materials. Sukru Ersoy, a geology professor at Yıldız Technical University, said: ""corruption is high in the construction sector in Turkey. And therefore, there were abuses"". However, not all local authorities were corrupted. For instance, in Erzin, which had a strict stance against allowing the construction of buildings that violated safety codes in addition to having endured other earthquakes with less damage, became a popular location for victims from other areas to flee to as no collapsed buildings had been reported a week after the quake.","[-0.01449216 -0.01582197 -0.00140868 ...  0.01306059 -0.01438361
 -0.02670466]",0.15870013108813807
" – The EAF has produced large or damaging earthquakes in the past few hundred years on the various segments, including the 1789 (M 7.2, Palu), 1795 (M 7.0, Pazarcık), 1872 (M 7.2, Amanos), 1874 (M 7.1, Palu), 1875 (M 6.7, Palu), 1893 (M 7.1, Erkenek), 1971 (M6.6, Karlıova) and 2020 (Mw 6.8, Pütürge) events. Other large historical earthquakes have been tentatively assigned to segments of the EAF, such as the 1114 and 1513 Marash earthquakes, both thought to have ruptured the Pazarcık segment.The Palu and Pütürge segments in the east display a recurrence interval of about 150 years for M 6.8–7.0 earthquakes. The Pazarcık and Amanos segments in the west have recurrence intervals of 237–772 years and 414–917 years, respectively, for M 7.0–7.4 earthquakes.Large earthquakes on the northern part of the DST include events in 115, 526, 587, 1138, 1170 and 1822, which resulted in several tens of thousands to several hundreds of thousands of fatalities.","[ 0.01135208 -0.0281293   0.00781897 ...  0.01913715 -0.00210563
 -0.02326025]",0.1633311519935553
" – After the earthquake, Süper Lig was suspended for over a week to mourn the victims. Clubs from affected regions: Süper Lig clubs Hatayspor, Gaziantep FK, TFF First League club Yeni Malatyaspor, Adanaspor, TFF Second League club Adıyaman FK, Diyarbekirspor and TFF Third League clubs Kahramanmaraşspor, Osmaniyespor FK and Malatya Arguvan SK withdrew from competition. Sivas Belediyespor, Tarsus İdman Yurdu and Niğde Anadolu requested to withdraw but TFF did not approve their requests.On 6 February, it was announced the 2023 ISF World School Winter Games, which were due to be held in Erzurum, were canceled due to the 'force majeure' situation in the country. On 10 February, it was announced the 2023 Men's EuroHockey Indoor Club Cup was canceled due to the impact of the earthquake. The tournament was intended to be held from 17 to 19 February in Alanya. In an official statement, Minister of Youth and Sports Mehmet Kasapoğlu announced that every national championship would be suspended with immediate effect, until further communications.All 39 members of Northern Cypriot school Türk Maarif Koleji's high school volleyball team including players, teachers, parents and a trainer died in the collapse a hotel in Adıyaman.Three players from Iran's national football team for the disabled died in Turkey. Hatayspor's Ghanaian winger Christian Atsu died in the collapse of Rönesans Rezidans in Antakya. His body was found on the morning of 18 February. Atsu was a former Chelsea, Newcastle, Bournemouth and Everton player. He died when the building he resided in collapsed. Basketball player Nilay Aydogan died in Malatya.In the first game of the Super Lig after the earthquake between Fenerbahce Istanbul and Konyaspor, the fans protested the Government and shouted slogans for it to resign that even after the broadcaster of the game BeIN censored the voices of the fans, it was heard. In another game of a football club from Istanbul between Besiktas and Antalyaspor the fans repeated their calls for the government to resign and threw cuddly toys onto the football field.","[-0.00472938 -0.01345763 -0.00845046 ... -0.00598803 -0.00176794
 -0.03621625]",0.16606281879385387
" – Preliminary analysis based on seismology and observations of surface rupture suggest the following sequence of events: initial rupture at the site of the epicenter of the M7.8 shock on the Narlı Fault, the northernmost section of the Dead Sea Transform. The fault ruptured unilaterally northwards until it reached the Pazarcık segment of the East Anatolian Fault. Ruptures then continued bilaterally to the northeast and southwest along this segment. To the northeast, the rupture continued onto the Ekernek segment and to the southwest onto the Amanos segment. A Mw 6.8 aftershock occurring 11 minutes later and west of the first M>7 epicenter may have ruptured along the Sakçagöz Fault, the next segment of the Dead Sea Transform to the south. Rupture along the EAF during the event occurred at subshear velocity (maximum 3.2 km (2.0 mi) per second). A preliminary analysis of near-field (within 1 km of the fault rupture) seismic records indicates that the initial rupture speed transitioned to supershear over a distance of about 19.5 km before it reached the EAF.The second M>7 earthquake initiated on a separate fault known as the Çardak–Sürgü Fault Zone,  part of the northern strand of the East Anatolian Fault. The rupture propagated bilaterally along the Çardak segment, continuing eastwards onto the Sürgü segment before continuing eastwards to Malatya along the northeast–southwest trending Doğanşehir Fault Zone. Rupture also propagated towards the southwest along the Çardak segment. The total rupture length was estimated at 160 km (99 mi). The westward-propagating rupture occurred at supershear velocity (maximum 4.8 km (3.0 mi) per second) while the eastward-propagating rupture occurred at subshear velocity (maximum 2.8 km (1.7 mi) per second).","[-0.00688761 -0.01386472 -0.00358321 ...  0.01630172 -0.0075657
 -0.02587072]",0.16925974302555125
" – Several tens of thousands of people across the region were left homeless and spent the night in cold weather. Officials plan to open hotels in Antalya, Alanya and Mersin to temporarily accommodate the affected population. Authorities were slammed by residents in Hatay Province, who criticized the insufficient search and rescue efforts. Hatay Airport's runway was heavily damaged, making rescue efforts challenging. On 7 February, authorities said 1,846 people in the province have been rescued.","[ 0.00420403 -0.02256972 -0.01317128 ...  0.01005195 -0.00879882
 -0.00778824]",0.16985528295514152
" – Damaged roads, winter storms, and disruption to communications hampered the Disaster and Emergency Management Presidency's rescue and relief effort, which included a 60,000-strong search-and-rescue force, 5,000 health workers and 30,000 volunteers. Following Turkey's call for international help, more than 141,000 people from 94 countries joined the rescue effort.","[-0.01619284 -0.01354734 -0.01048203 ... -0.00999558 -0.01600625
 -0.02905382]",0.17088074960419053
" – In Lebanon, residents were awakened from their sleep. Buildings in the country shook for up to 40 seconds. In Beirut, residents fled their homes and stayed in streets or drove in their vehicles to flee from buildings. The earthquake damaged 16,200 buildings across the country, including 10,460 in Beirut and 4,000 in Tripoli.In Ashdod, Israel, a building was evacuated after cracks were observed in a pillar, and Champion Motors Tower in Bnei Brak was slightly damaged by the second earthquake. In Nicosia, Cyprus, some windows cracked, and the wall of a house collapsed, damaging two nearby vehicles. Six Cuvier's beaked whales were found dead along the island's northern coast on 10 February. The Department of Fisheries and Marine Research said there was a possible link between the beaching and earthquake as these whales' echolocation system are affected by sea disturbances.The European-Mediterranean Seismological Centre said shaking was felt in Armenia, Egypt, Palestine, Georgia, Greece, Iraq, Jordan, Israel, and Russia. In Iraq, minor damage occurred in some houses and buildings in Erbil, and the city's citadel was severely damaged. In Egypt, tremors were strongly felt in the capital Cairo, and is considered the strongest earthquake felt since 1975. A 20 m (66 ft) crack appeared in the Corniche in Alexandria.","[-0.00329861 -0.00164763  0.00442496 ... -0.01022434 -0.01161887
 -0.02264775]",0.1713084446226073
" – Due to the high number of casualties, including trauma cases, many hospitals became overcrowded. Hospitals were already experiencing a shortage of medical supplies prior to the earthquake. Hospitals in many cities were forced to operate far beyond capacity. Many patients at hospitals slept on floors due to the lack of beds. The Ministry of Health dispatched medical convoys from the Health Directorates of Damascus, Rif Dimashq Governorate, Quneitra, Homs, and Tartus, to Aleppo and Latakia to rebel-held areas. Twenty-eight ambulances, seven mobile clinics, and four trucks carrying medical, surgical and emergency aid were also dispatched. Local charities across the country, which typically distribute food during the month of Ramadan, have been exhausted to their fullest capacity. One of these charities, Saed Initiative, planned to establish a charity kitchen to provide free meals for the rest of the year. Between 2,500 and 4,000 meals were distributed every day in Aleppo, and the charity plans to distribute up to 40,000 meals every day. Another charity in the city, the al-Bir and al-Ihsan charity, provided 1,500 meals every day.Over 2,000 Syria Civil Defense (White Helmets) volunteers were sent to all the affected areas to conduct search and rescue efforts. With a lack of equipment and tools, they appealed to other humanitarian organizations for support. Officials on 7 February announced rescue and recovery efforts in Hama ended after 15 hours. Over 298,000 people were left without homes and 180 shelters were opened in government-held areas. About 30,000 people were housed in shelters in Aleppo. As of 10 February, no international rescue workers had arrived in rebel-held Jinderis despite official calls for help.United States sanctions against Syria relating to the blocking of banks and payment processors led to the banning of international charities and families attempting to send money to people affected in Syria. On 7 February 2023, the Syrian Arab Red Crescent urged Western countries to lift sanctions against Syria, saying the measures hurt civilians and humanitarian efforts during the earthquake recovery effort. The sanctions are a series of economic measures taken by the European Union, the United States, Canada, Australia, Switzerland, and the Arab League from the start of the civil war in 2011. They include an oil embargo and the freezing of financial assets of the state and government officials. There were requests to lift or suspend the sanctions to aid humanitarian efforts following the earthquake. On 10 February, the United States announced it would exempt sanctions against Syria for 180 days. The ease of sanctions was for ""all transactions related to earthquake relief efforts"", according to the United States Department of the Treasury. The Syrian Ministry responded in a statement that the US' decision was ""misleading and aims to give a false humanitarian impression"" and that ""the facts on the ground proved its falsehood."" Some commentators have argued that the sanctions do not pose a problem for the delivery of humanitarian aid to Syria.International humanitarian assistance began entering northwestern Syria on 9 February via Turkey through the Bab al-Hawa Border Crossing. The first convoy of six trucks carried tents and sanitary items. Turkey said it was working to open two additional border crossings. On 10 February, 14 trucks carrying aid crossed from Turkey into Syria, according to the United Nations. The United States Central Command announced it would cooperate with Syrian Democratic Forces to assist the affected population in Syria. On 11 February, World Health Organization director-general Tedros Adhanom Ghebreyesus visited Aleppo, accompanying a shipment of emergency medical supplies. On 12 February, all schools across Syria, except for those in the affected areas, were resumed since the earthquakes struck. Schools in Aleppo, Lattakia, Hama and Idleb remained closed. On 14 February, the Syrian government agreed to open the border crossings at Bab al-Salam and al Raée for three months.","[-0.0012725  -0.00242503 -0.01926313 ...  0.00131963 -0.00613884
 -0.02769503]",0.1720835274450101
" – Floods which struck the provinces of Adıyaman and Şanlıurfa in March killed at least 14 people. On March 15, Turkey's interior minister Suleyman Soylu said five people were missing. The floods swept away cars, affected homes and campsites housing earthquake survivors. Twelve people, including five Syrians, died in Şanlıurfa. An intensive care unit in a hospital in the province was evacuated. In Adıyaman, two drowning deaths occurred when floodwaters swept away a countainer home with a family. Over a dozen professional divers participated in search and rescue efforts in each province.","[ 0.01357378 -0.0122413   0.00591203 ... -0.00484201 -0.01640698
 -0.0105858 ]",0.17246752081959693
" – Over 570 aftershocks were recorded within 24 hours of the Mw 7.8 earthquake and 10,000 recorded three weeks later.  An aftershock measuring Mww 6.7 occurred about 11 minutes after the mainshock. There were 25 aftershocks Mw 4.0 or greater recorded within six hours of the main tremor, according to the USGS. More than 12 hours later, the USGS had reported at least 54 aftershocks of 4.3 or greater magnitude, while the Turkish Disaster and Emergency Management Presidency (AFAD) recorded at least 120 total aftershocks. A Mww 6.3 aftershock struck near Uzunbağ in Hatay Province on 20 February; the earthquake was the result of oblique-normal faulting.The Mw 7.7 earthquake triggered its own aftershock sequence, including two mb 6.0 aftershocks. Aftershocks of the second earthquake continued through at least 9 Feb.","[-0.01210521 -0.01946433  0.00546601 ...  0.00131734 -0.00953219
 -0.02757002]",0.17282293474395538
" – Liquefaction was identified via satellite and remote sensing along the southern portion of the Mw 7.8 rupture on the East Anatolian Fault from Antakya to Golbasi. Liquefaction and lateral spreading were observed at and near coastal areas, fluvial valleys and drained lake or swamp areas, covered by Holocene sediments. These effects were widespread in the Amik Valley and Orontes River plain, north of Antakya, Hatay Province. Limited observations were made in high-elevation areas due to snow cover and lack of satellite observations Subsidence due to lateral spreading caused extensive damage to İskenderun where the sea inundated parts of the city by as much as 200 m (660 ft). Large areas of the coast and sections of piers were flooded due to lateral spreading. Liquefaction was also observed in Samandağ. At Lake Gölbaşı, Adıyaman Province, lateral spreading occurred along the northern, eastern and southern coast. Parts of the lakeshore were also submerged. Gölbaşı was also damaged by liquefaction and lateral spreading. Large waves from bad weather, and a tsunami may have contributed to the effects observed at İskenderun.Despite an epicenter 90 km (56 mi) inland, a tsunami was recorded in the Mediterranean Sea. Small tsunami waves were recorded off the coast of Famagusta, Cyprus, without damage. The tsunami measured 0.17 m (6.7 in), and tsunami waves were recorded at 0.12 m (4.7 in) at İskenderun and 0.13 m (5.1 in) at Erdemli. Tsunami warnings were issued for the southern Turkish coast, southern and eastern Italian coasts and the whole eastern Mediterranean Sea area, but later withdrawn.","[-0.004711   -0.01167629  0.01993275 ... -0.00815177 -0.00510532
 -0.03249541]",0.173780359512822
" – The World Bank said it would provide US$1.78 billion in aid for Turkey to support the relief and recovery process. ""We are providing immediate assistance and preparing a rapid assessment of the urgent and massive needs on the ground,"" said World Bank President David Malpass.","[-0.02359338 -0.01484266  0.00675019 ...  0.00079658 -0.01446837
 -0.00495939]",0.1741910607810807
" – Ground acceleration values recorded in some areas near the fault rupture were in excess of 1 g. Three USGS seismic installations, two at Antakya and one at Hassa, recorded large ground accelerations and velocities. The town of Hassa recorded 0.9082 g in ground acceleration (pga) and 215.34 cm/s (84.78 in/s) in ground velocity. The station data corresponded to a Modified Mercalli intensity of X (Extreme). The peak ground acceleration was 1.62 g recorded by a station at Fevzipaşa. The maximum peak ground velocity was recorded at 215 cm/s in Hassa.","[-0.0015848   0.00370532  0.00226818 ... -0.01865365 -0.01127735
 -0.0044299 ]",0.17815643425013405
" – ASEAN country secretariat expresses its heartfelt sympathies and condolences to the Governments and peoples of the affected countries, especially the families of the victims of the earthquake. ASEAN affirms its solidarity with the Governments and peoples of Turkiye and Syria in these trying times and stands ready to extend its assistance to the relief efforts.","[-0.00546928 -0.02631027 -0.00972536 ... -0.01466345 -0.00657757
 -0.01823095]",0.178165031786502
" – Central southern Turkey and northwestern Syria are affected by the interaction between three tectonic plates, the African Plate, the Arabian Plate and the Anatolian Plate. The boundary between the African and Arabian plates is formed by the Dead Sea Transform (DST), which is a major zone of left-lateral strike-slip that accommodates the relative northward movement of Arabia with respect to Africa. The northern end of the DST truncates at the East Anatolian Fault (EAF) another major zone of left-lateral strike-slip that accommodates the overall westward movement of the Anatolian Plate as it is extruded in that direction by the northward movement of the Arabian Plate. The DST and EAF meet at the Marash Triple Junction. The EAF continues west of the triple junction,  forming the boundary between the African and Anatolian plates, linking into the Cyprus arc to the west via the Latakia Ridge.The 700-kilometre-long East Anatolian Fault has been subdivided into seven segments, from the northeast the Karlıova, Ilıca, Palu, Pütürge, Erkenek, Pazarcık and Amanos. The Amanos segment is also considered to be part of the DST by some workers, or a transitional structure between the EAF and DST by others. A northern strand to the EAF has also been recognised, including the Sürgü, Çardak, Savrun, Çokak, Toprakkale, Yumurtalık, Karataş, Yakapınar and Düziçi–İskenderun segments. The estimated slip rate on the main strand of the EAF system decreases south-westwards from 10 mm per year on the Karlıova segment down to 2.9 mm per year on the Amanos segment. On the northern strand, slip rates of 2.5 mm per year have been estimated on the Çardak segment.The northern part of the Dead Sea Transform has been subdivided into several segments, although there is some disagreement between workers as to which faults should be assigned to the DST and which to the EAF, at the northernmost end of the structure. Following the 2013 ""Active Fault Map of Turkey"", seven DST segments are recognised in Turkey and neighbouring parts of Syria, the Afrin, Sermada, Armanaz, Hacıpaşa, Yesemek, Sakçagöz and Narlı segments.","[-0.00781627 -0.00999882  0.01338177 ...  0.02366705 -0.01795149
 -0.04146849]",0.1796049045090975
 – List of earthquakes in 2023,"[-0.00471643 -0.00317839  0.00470961 ... -0.00922824 -0.00462094
 -0.03522145]",0.179786912954226
" – At least 4,331 Syrians residing in Turkey were killed. According to Turkey's Presidency of Migration Management 1.75 million Syrians live in southern Turkey; 460,150 in Gaziantep; 354,000 in Antakya; 368,000 in Şanlıurfa; 250,000 in Adana. Turkey's health ministry returned the bodies of 1,793 Syrian victims to their relatives in Syria, while thousands of Syrians were buried in Turkey due to difficulties transporting them to Syria. At least 11 Iraqi war refugees died in Turkey.Most Afghans killed in Turkey were refugees who fled the country after the Taliban takeover in August 2021. Among the deaths of Armenians was an entire family of three in Malatya. Ten Azerbaijanis were killed in Turkey, including four students in Malatya. An Italian family of six, and an entrepreneur also perished. Nineteen students, two teachers and a parent from Northern Cyprus died when a hotel in Adiyaman collapsed. Seven other Turkish Cypriots died in Hatay and Kahramanmaraş.","[ 0.00683238 -0.00950967 -0.00075879 ... -0.00454277 -0.00704445
 -0.01834339]",0.18049112035541814
" – Turkish Airlines said it would provide free flights from the provinces of Adana, Adıyaman, Gaziantep, Kayseri, Diyarbakır, Şanlıurfa, Malatya, Elazığ and Kahramanmaraş. The Disaster and Emergency Management Authority opened an invitation for citizen volunteers to help with rescue efforts in the affected area. Thousands of volunteers arrived at Istanbul Airport. Bilal Ekşi, CEO of Turkish Airlines, said it has flown 11,780 volunteers on 80 flights to Adana, Gaziantep, Adiyaman and Şanlıurfa. Pegasus Airlines said it evacuated 30,771 people from the affected area on 169 flights between 6 and 9 February. Between 6 and 11 February, Turkish Airlines said it evacuated 139,438 people from the affected area on 790 flights. It carried 7,833 members of search and rescue and aid groups to the affected area on 1,595 flights.","[-0.01278554 -0.0446787  -0.01636064 ... -0.0068607  -0.01033481
 -0.01840741]",0.1831137733331255
" – According to the International Rescue Committee, the earthquake struck when rebel-held areas were preparing for a blizzard and experiencing a cholera outbreak. In Aleppo, dozens of buildings collapsed and at least 444 people died, including 163 children. By 8 February, the bodies of 210 victims were returned to their families. The Directorate-General of Antiquities and Museums said various archeological sites across the city were extensively cracked or collapsed. Cracks were also reported in the outer façade of the Aleppo National Museum. In Atarib, Aleppo, the Syrian American Medical Society hospital said 120 bodies were recovered. About 20,000 homes were affected in Aleppo, leaving 70,000 homeless. In Rajo, the doors and walls of a prison facility cracked. Twenty prisoners, believed to be Islamic State (ISIS) members, escaped the facility.In Damascus, many people fled from their homes onto the streets. In the northern parts of the city, many buildings were cracked. Many buildings in Syria had already been damaged by an almost 12-year-long civil war. The Crusader-built castle Margat suffered damage, with part of a tower and parts of some walls collapsing. Cracks also opened up in the walls of the Krak des Chevaliers castle. The Citadel of Aleppo was also affected. In addition, one of the towers of Sahyun Castle near Latakia was destroyed, meanwhile all others were in danger. A total of 490 adobe buildings had partially or fully collapsed, while thousands of others were damaged in northwestern Syria. The minaret of the Grand Mosque in Kobanî was also damaged. In Jindires, at least 250 buildings were razed; among the deaths were a family of 7—the only survivor was a newborn.","[-0.00862464  0.00899933 -0.00366172 ...  0.0143744  -0.00680229
 -0.02189541]",0.1833540966273095
" – Due to below-freezing temperatures in the affected areas in both Turkey and Syria, the mayor of Hatay, Lütfü Savaş, warned about the hypothermia risk. In Adiyaman Province, some residents trapped under rubble died from hypothermia.Concerns arose regarding the possible spread of infection in areas where sanitation facilities were damaged or unfunctional. Due to water shortage experienced in both countries, many survivors could not shower. International health organizations said the shortage of clean water would be a public health risk. The World Health Organization said water shortage ""increases the risk of waterborne diseases and outbreaks of communicable diseases.""On 18 February, Turkey's Health Minister Fahrettin Koca said there was an increase in intestinal and upper respiratory infection cases but ""numbers did not pose a serious threat to public health."" At a stadium serving as shelter in Kahramanmaraş, a clinic managed by 15 to 30 medics attended up to 10,000 patients in the day. The clinic provided tetanus shots and sanitary items to residents. Many people at the stadium were unable to shower and the six toilets were unable to accommodate to the large number of people. In Antakya, residents said more portable toilets were needed.Health authorities in Turkey had to ensure earthquake survivors were free of disease. The World Health Organization collaborated with local authorities to monitor the rates of waterborne diseases, seasonal influenza and COVID-19 among the affected.","[ 0.02342442 -0.01348616  0.0050205  ... -0.00800677 -0.02252032
 -0.00583556]",0.18436875691732268
